V01301 V04001 V04002 V04003 V12001_701 V13003_701
59838 2018 11 25 22.8000 76.5000 
59838 2018 11 26 22.3000 70.8000 
59838 2018 11 27 22.5000 78.0000 
59838 2018 11 28 22.0000 87.0000 
59838 2018 11 29 22.9000 86.5000 
59838 2018 11 30 24.6000 86.5000 
59838 2018 12 1 25.3000 88.8000 
59838 2018 12 2 25.6000 84.8000 
59838 2018 12 3 25.6000 84.5000 
59838 2018 12 4 25.4000 87.3000 
59838 2018 12 5 25.7000 85.8000 
59838 2018 12 6 25.7000 85.0000 
59838 2018 12 7 26.1000 83.8000 
59838 2018 12 8 23.5000 86.5000 
59838 2018 12 9 21.5000 88.0000 
59838 2018 12 10 20.5000 86.3000 
59838 2018 12 11 19.8000 88.5000 
59838 2018 12 12 16.9000 81.3000 
59838 2018 12 13 17.1000 82.3000 
59838 2018 12 14 18.3000 82.5000 
59838 2018 12 15 21.1000 83.5000 
59838 2018 12 16 19.6000 86.3000 
59838 2018 12 17 19.7000 79.5000 
59838 2018 12 18 20.9000 79.8000 
59838 2018 12 19 22.3000 82.5000 
59838 2018 12 20 23.3000 85.3000 
59838 2018 12 21 23.6000 85.8000 
59838 2018 12 22 24.4000 85.5000 
59838 2018 12 23 24.0000 79.3000 
59838 2018 12 24 22.5000 81.3000 
59838 2018 12 25 23.0000 82.0000 
59838 2018 12 26 23.9000 88.5000 
59838 2018 12 27 25.0000 85.3000 
59838 2018 12 28 23.4000 73.3000 
59838 2018 12 29 18.8000 76.0000 
59838 2018 12 30 15.8000 82.0000 
59838 2018 12 31 13.8000 80.5000 
59838 2019 1 1 15.6000 77.5000 
59838 2019 1 2 15.0000 82.5000 
59838 2019 1 3 16.3000 83.0000 
59838 2019 1 4 18.7000 88.8000 
59838 2019 1 5 20.7000 93.3000 
59838 2019 1 6 20.8000 94.0000 
59838 2019 1 7 22.6000 90.0000 
59838 2019 1 8 22.3000 90.5000 
59838 2019 1 9 22.0000 89.5000 
59838 2019 1 10 22.4000 89.0000 
59838 2019 1 11 22.2000 90.3000 
59838 2019 1 12 22.4000 89.8000 
59838 2019 1 13 22.7000 89.8000 
59838 2019 1 14 24.0000 84.0000 
59838 2019 1 15 22.4000 86.0000 
59838 2019 1 16 19.9000 81.5000 
59838 2019 1 17 17.6000 81.3000 
59838 2019 1 18 20.1000 80.3000 
59838 2019 1 19 21.3000 82.3000 
59838 2019 1 20 23.0000 83.5000 
59838 2019 1 21 18.9000 84.5000 
59838 2019 1 22 17.8000 77.5000 
59838 2019 1 23 19.0000 75.0000 
59838 2019 1 24 21.2000 76.3000 
59838 2019 1 25 20.9000 82.0000 
59838 2019 1 26 20.9000 73.8000 
59838 2019 1 27 21.1000 73.8000 
59838 2019 1 28 21.9000 80.5000 
59838 2019 1 29 23.2000 78.8000 
59838 2019 1 30 23.7000 68.0000 
59838 2019 1 31 22.2000 81.0000 
59838 2019 2 1 22.5000 76.5000 
59855 2018 2 1 12.2000 73.8000 
59855 2018 2 2 13.5000 83.0000 
59855 2018 2 3 13.1000 65.5000 
59855 2018 2 4 14.7000 66.0000 
59855 2018 2 5 13.1000 63.5000 
59855 2018 2 6 13.1000 57.5000 
59855 2018 2 7 14.0000 75.8000 
59855 2018 2 8 15.7000 63.5000 
59855 2018 2 9 17.5000 80.3000 
59855 2018 2 10 19.4000 89.8000 
59855 2018 2 11 18.4000 87.5000 
59855 2018 2 12 17.2000 78.8000 
59855 2018 2 13 17.2000 74.5000 
59855 2018 2 14 18.0000 87.5000 
59855 2018 2 15 20.1000 89.8000 
59855 2018 2 16 21.9000 85.8000 
59855 2018 2 17 22.2000 86.5000 
59855 2018 2 18 22.9000 89.8000 
59855 2018 2 19 23.4000 90.8000 
59855 2018 2 20 23.7000 89.5000 
59855 2018 2 21 23.4000 88.3000 
59855 2018 2 22 22.2000 90.5000 
59855 2018 2 23 17.6000 96.5000 
59855 2018 2 24 21.1000 93.0000 
59855 2018 2 25 22.7000 92.0000 
59855 2018 2 26 21.9000 87.3000 
59855 2018 2 27 22.4000 89.0000 
59855 2018 2 28 23.1000 89.5000 
59855 2018 3 1 23.1000 89.8000 
59855 2018 3 2 25.1000 88.3000 
59855 2018 3 3 26.4000 84.3000 
59855 2018 3 4 27.0000 80.3000 
59855 2018 3 5 27.3000 78.8000 
59855 2018 3 6 25.3000 91.3000 
59855 2018 3 7 24.8000 88.8000 
59855 2018 3 8 19.2000 95.0000 
59855 2018 3 9 16.4000 77.3000 
59855 2018 3 10 18.2000 73.3000 
59855 2018 3 11 19.8000 81.5000 
59855 2018 3 12 20.7000 86.3000 
59855 2018 3 13 21.5000 87.3000 
59855 2018 3 14 21.0000 96.0000 
59855 2018 3 15 23.4000 78.0000 
59855 2018 3 16 22.9000 90.8000 
59855 2018 3 17 23.3000 89.0000 
59855 2018 3 18 23.8000 88.0000 
59855 2018 3 19 24.7000 88.0000 
59855 2018 3 20 23.0000 81.5000 
59855 2018 3 21 19.8000 71.5000 
59855 2018 3 22 19.1000 75.5000 
59855 2018 3 23 21.0000 79.0000 
59855 2018 3 24 22.2000 84.0000 
59855 2018 3 25 23.1000 83.3000 
59855 2018 3 26 22.5000 85.0000 
59855 2018 3 27 22.5000 82.0000 
59855 2018 3 28 22.6000 83.0000 
59855 2018 3 29 23.5000 84.5000 
59855 2018 3 30 24.1000 83.3000 
59855 2018 3 31 23.3000 85.3000 
59855 2018 4 1 22.9000 84.3000 
59855 2018 4 2 23.4000 82.0000 
59855 2018 4 3 23.3000 82.5000 
59855 2018 4 4 23.1000 82.0000 
59855 2018 4 5 23.5000 84.0000 
59855 2018 4 6 24.5000 79.3000 
59855 2018 4 7 17.7000 81.0000 
59855 2018 4 8 19.8000 66.5000 
59855 2018 4 9 21.3000 81.5000 
59855 2018 4 10 23.9000 83.0000 
59855 2018 4 11 25.7000 85.0000 
59855 2018 4 12 27.3000 82.0000 
59855 2018 4 13 28.2000 77.0000 
59855 2018 4 14 27.7000 79.0000 
59855 2018 4 15 24.1000 89.5000 
59855 2018 4 16 21.3000 94.0000 
59855 2018 4 17 21.1000 92.3000 
59855 2018 4 18 22.6000 95.0000 
59855 2018 4 19 24.3000 92.8000 
59855 2018 4 20 25.5000 90.0000 
59855 2018 4 21 26.6000 85.5000 
59855 2018 4 22 26.9000 86.8000 
59855 2018 4 23 27.7000 82.5000 
59855 2018 4 24 28.2000 82.8000 
59855 2018 4 25 25.6000 93.5000 
59855 2018 4 26 24.4000 95.5000 
59855 2018 4 27 25.2000 90.8000 
59855 2018 4 28 24.6000 96.5000 
59855 2018 4 29 26.2000 90.0000 
59855 2018 4 30 26.9000 91.3000 
59855 2018 5 1 27.2000 87.0000 
59855 2018 5 2 27.3000 88.0000 
59855 2018 5 3 27.5000 86.0000 
59855 2018 5 4 27.2000 83.3000 
59855 2018 5 5 27.6000 87.5000 
59855 2018 5 6 27.4000 87.5000 
59855 2018 5 7 29.1000 81.3000 
59855 2018 5 8 28.2000 86.5000 
59855 2018 5 9 28.6000 85.3000 
59855 2018 5 10 27.8000 87.8000 
59855 2018 5 11 28.1000 84.3000 
59855 2018 5 12 28.3000 84.8000 
59855 2018 5 13 28.7000 83.5000 
59855 2018 5 14 28.5000 81.8000 
59855 2018 5 15 28.8000 79.0000 
59855 2018 5 16 29.3000 79.3000 
59855 2018 5 17 29.5000 78.0000 
59855 2018 5 18 29.4000 79.0000 
59855 2018 5 19 28.8000 81.0000 
59855 2018 5 20 29.1000 81.3000 
59855 2018 5 21 28.7000 82.8000 
59855 2018 5 22 28.3000 84.5000 
59855 2018 5 23 27.7000 86.0000 
59855 2018 5 24 27.5000 82.0000 
59855 2018 5 25 28.6000 82.3000 
59855 2018 5 26 30.3000 78.0000 
59855 2018 5 27 30.6000 76.0000 
59855 2018 5 28 28.9000 75.5000 
59855 2018 5 29 28.6000 83.3000 
59855 2018 5 30 28.8000 83.3000 
59855 2018 5 31 29.6000 79.0000 
59855 2018 6 1 29.8000 80.8000 
59855 2018 6 2 29.2000 81.3000 
59855 2018 6 3 29.6000 81.3000 
59855 2018 6 4 28.0000 88.8000 
59855 2018 6 5 26.0000 95.5000 
59855 2018 6 6 26.2000 91.5000 
59855 2018 6 7 26.8000 91.5000 
59855 2018 6 8 28.0000 86.0000 
59855 2018 6 9 29.7000 79.3000 
59855 2018 6 10 29.0000 85.0000 
59855 2018 6 11 28.9000 87.3000 
59855 2018 6 12 30.1000 80.0000 
59855 2018 6 13 29.3000 76.8000 
59855 2018 6 14 27.5000 85.0000 
59855 2018 6 15 26.1000 95.3000 
59855 2018 6 16 27.2000 88.0000 
59855 2018 6 17 26.3000 91.0000 
59855 2018 6 18 27.0000 92.0000 
59855 2018 6 19 28.5000 88.5000 
59855 2018 6 20 28.8000 88.8000 
59855 2018 6 21 28.5000 89.5000 
59855 2018 6 22 28.9000 87.0000 
59855 2018 6 23 29.2000 88.3000 
59855 2018 6 24 28.7000 87.5000 
59855 2018 6 25 26.4000 91.0000 
59855 2018 6 26 28.1000 86.0000 
59855 2018 6 27 28.5000 82.5000 
59855 2018 6 28 28.4000 80.0000 
59855 2018 6 29 29.0000 84.8000 
59855 2018 6 30 30.0000 80.0000 
59855 2018 7 1 30.7000 78.5000 
59855 2018 7 2 30.5000 77.0000 
59855 2018 7 3 30.8000 76.3000 
59855 2018 7 4 31.4000 73.3000 
59855 2018 7 5 30.9000 76.3000 
59855 2018 7 6 29.9000 79.8000 
59855 2018 7 7 28.7000 80.5000 
59855 2018 7 8 28.6000 83.5000 
59855 2018 7 9 28.2000 89.3000 
59855 2018 7 10 27.9000 86.0000 
59855 2018 7 11 27.6000 89.0000 
59855 2018 7 12 28.2000 87.8000 
59855 2018 7 13 27.3000 91.5000 
59855 2018 7 14 26.5000 93.8000 
59855 2018 7 15 27.7000 90.8000 
59855 2018 7 16 27.2000 91.3000 
59855 2018 7 17 27.4000 91.8000 
59855 2018 7 18 26.7000 93.8000 
59855 2018 7 19 27.4000 93.3000 
59855 2018 7 20 27.5000 90.0000 
59855 2018 7 21 26.5000 94.8000 
59855 2018 7 22 26.2000 93.0000 
59855 2018 7 23 27.3000 86.0000 
59855 2018 7 24 27.5000 88.3000 
59855 2018 7 25 28.0000 89.0000 
59855 2018 7 26 28.0000 86.0000 
59855 2018 7 27 26.0000 93.3000 
59855 2018 7 28 26.1000 92.5000 
59855 2018 7 29 27.2000 87.8000 
59855 2018 7 30 26.7000 88.5000 
59855 2018 7 31 27.9000 88.8000 
59855 2018 8 1 28.7000 84.5000 
59855 2018 8 2 28.5000 88.5000 
59855 2018 8 3 28.3000 87.5000 
59855 2018 8 4 28.2000 86.3000 
59855 2018 8 5 28.8000 86.8000 
59855 2018 8 6 28.6000 85.0000 
59855 2018 8 7 28.2000 86.0000 
59855 2018 8 8 28.8000 84.3000 
59855 2018 8 9 26.5000 96.3000 
59855 2018 8 10 26.8000 92.5000 
59855 2018 8 11 26.9000 87.5000 
59855 2018 8 12 27.1000 87.0000 
59855 2018 8 13 25.9000 91.5000 
59855 2018 8 14 25.6000 96.0000 
59855 2018 8 15 25.7000 94.0000 
59855 2018 8 16 27.5000 88.8000 
59855 2018 8 17 27.7000 88.0000 
59855 2018 8 18 27.3000 93.0000 
59855 2018 8 19 27.7000 90.3000 
59855 2018 8 20 27.4000 89.8000 
59855 2018 8 21 28.1000 87.3000 
59855 2018 8 22 27.8000 86.8000 
59855 2018 8 23 27.5000 89.3000 
59855 2018 8 24 25.2000 97.3000 
59855 2018 8 25 25.2000 97.3000 
59855 2018 8 26 26.5000 91.3000 
59855 2018 8 27 26.6000 88.3000 
59855 2018 8 28 26.9000 87.5000 
59855 2018 8 29 27.7000 82.8000 
59855 2018 8 30 28.4000 83.5000 
59855 2018 8 31 28.5000 89.3000 
59855 2018 9 1 28.1000 89.3000 
59855 2018 9 2 28.5000 88.5000 
59855 2018 9 3 27.9000 86.0000 
59855 2018 9 4 27.0000 87.8000 
59855 2018 9 5 28.3000 84.5000 
59855 2018 9 6 28.5000 88.5000 
59855 2018 9 7 28.1000 87.5000 
59855 2018 9 8 26.4000 90.0000 
59855 2018 9 9 25.9000 91.0000 
59855 2018 9 10 25.4000 95.0000 
59855 2018 9 11 27.0000 85.3000 
59855 2018 9 12 27.7000 82.8000 
59855 2018 9 13 27.7000 82.5000 
59855 2018 9 14 27.3000 90.0000 
59855 2018 9 15 27.6000 89.8000 
59855 2018 9 16 28.4000 83.3000 
59855 2018 9 17 27.0000 90.3000 
59855 2018 9 18 28.2000 89.3000 
59855 2018 9 19 27.9000 86.3000 
59855 2018 9 20 27.6000 83.8000 
59855 2018 9 21 27.4000 84.3000 
59855 2018 9 22 27.8000 86.5000 
59855 2018 9 23 27.9000 86.0000 
59855 2018 9 24 27.8000 87.8000 
59855 2018 9 25 28.0000 85.8000 
59855 2018 9 26 27.8000 82.5000 
59855 2018 9 27 27.8000 81.0000 
59855 2018 9 28 26.2000 89.8000 
59855 2018 9 29 25.6000 84.5000 
59855 2018 9 30 25.2000 86.0000 
59855 2018 10 1 25.4000 85.0000 
59855 2018 10 2 26.6000 73.8000 
59855 2018 10 3 26.8000 74.0000 
59855 2018 10 4 25.8000 79.5000 
59855 2018 10 5 25.6000 76.5000 
59855 2018 10 6 25.5000 77.0000 
59855 2018 10 7 25.0000 77.3000 
59855 2018 10 8 25.2000 84.8000 
59855 2018 10 9 26.0000 86.5000 
59855 2018 10 10 26.3000 82.0000 
59855 2018 10 11 25.4000 82.3000 
59855 2018 10 12 25.1000 83.0000 
59855 2018 10 13 25.5000 87.3000 
59855 2018 10 14 26.7000 86.5000 
59855 2018 10 15 26.2000 93.3000 
59855 2018 10 16 27.0000 86.5000 
59855 2018 10 17 25.7000 93.0000 
59855 2018 10 18 25.6000 92.3000 
59855 2018 10 19 25.5000 93.8000 
59855 2018 10 20 25.6000 93.3000 
59855 2018 10 21 26.4000 90.3000 
59855 2018 10 22 25.9000 90.0000 
59855 2018 10 23 25.4000 87.8000 
59855 2018 10 24 25.6000 86.8000 
59855 2018 10 25 25.7000 89.5000 
59855 2018 10 26 26.0000 85.5000 
59855 2018 10 27 25.5000 86.0000 
59855 2018 10 28 25.3000 77.3000 
59855 2018 10 29 24.2000 68.5000 
59855 2018 10 30 23.8000 61.3000 
59855 2018 10 31 23.6000 56.8000 
59855 2018 11 1 24.3000 51.8000 
59855 2018 11 2 23.7000 73.5000 
59855 2018 11 3 24.3000 82.5000 
59855 2018 11 4 24.3000 84.5000 
59855 2018 11 5 25.5000 88.3000 
59855 2018 11 6 26.0000 85.8000 
59855 2018 11 7 26.1000 84.8000 
59855 2018 11 8 25.7000 86.8000 
59855 2018 11 9 25.3000 86.0000 
59855 2018 11 10 25.7000 87.5000 
59855 2018 11 11 25.9000 84.0000 
59855 2018 11 12 25.1000 87.0000 
59855 2018 11 13 24.7000 86.3000 
59855 2018 11 14 25.7000 85.8000 
59855 2018 11 15 25.4000 86.8000 
59855 2018 11 16 25.2000 89.0000 
59855 2018 11 17 24.7000 89.3000 
59855 2018 11 18 24.8000 89.5000 
59855 2018 11 19 25.4000 88.5000 
59855 2018 11 20 25.9000 87.5000 
59855 2018 11 21 25.7000 87.8000 
59855 2018 11 22 21.9000 86.8000 
59855 2018 11 23 22.2000 80.5000 
59855 2018 11 24 23.1000 80.0000 
59855 2018 11 25 22.3000 78.0000 
59855 2018 11 26 20.6000 86.0000 
59855 2018 11 27 21.0000 94.8000 
59855 2018 11 28 21.1000 96.0000 
59855 2018 11 29 23.1000 91.8000 
59855 2018 11 30 24.4000 90.3000 
59855 2018 12 1 24.8000 90.0000 
59855 2018 12 2 25.3000 87.3000 
59855 2018 12 3 24.4000 88.3000 
59855 2018 12 4 24.9000 88.3000 
59855 2018 12 5 24.5000 89.8000 
59855 2018 12 6 25.6000 89.8000 
59855 2018 12 7 25.5000 89.0000 
59855 2018 12 8 23.8000 93.3000 
59855 2018 12 9 21.1000 95.3000 
59855 2018 12 10 21.4000 92.8000 
59855 2018 12 11 20.3000 93.8000 
59855 2018 12 12 15.6000 93.8000 
59855 2018 12 13 15.9000 95.8000 
59855 2018 12 14 17.7000 92.0000 
59855 2018 12 15 20.2000 91.3000 
59855 2018 12 16 19.7000 90.5000 
59855 2018 12 17 18.9000 81.8000 
59855 2018 12 18 19.3000 84.3000 
59855 2018 12 19 21.8000 92.5000 
59855 2018 12 20 22.6000 88.8000 
59855 2018 12 21 22.6000 90.3000 
59855 2018 12 22 23.4000 88.8000 
59855 2018 12 23 22.5000 89.5000 
59855 2018 12 24 19.9000 96.3000 
59855 2018 12 25 22.1000 94.8000 
59855 2018 12 26 23.3000 91.3000 
59855 2018 12 27 22.6000 87.8000 
59855 2018 12 28 22.2000 73.8000 
59855 2018 12 29 18.0000 89.5000 
59855 2018 12 30 15.7000 92.3000 
59855 2018 12 31 11.5000 96.0000 
59855 2019 1 1 13.3000 93.8000 
59855 2019 1 2 13.0000 96.3000 
59855 2019 1 3 15.9000 98.0000 
59855 2019 1 4 18.8000 98.0000 
59855 2019 1 5 22.7000 94.5000 
59855 2019 1 6 22.1000 91.8000 
59855 2019 1 7 22.7000 91.3000 
59855 2019 1 8 22.6000 91.3000 
59855 2019 1 9 22.5000 90.8000 
59855 2019 1 10 23.4000 93.5000 
59855 2019 1 11 23.5000 92.0000 
59855 2019 1 12 22.9000 90.0000 
59855 2019 1 13 22.2000 88.8000 
59855 2019 1 14 21.6000 91.8000 
59855 2019 1 15 21.9000 86.5000 
59855 2019 1 16 19.3000 92.0000 
59855 2019 1 17 16.9000 92.3000 
59855 2019 1 18 19.6000 84.5000 
59855 2019 1 19 21.2000 90.5000 
59855 2019 1 20 21.7000 90.5000 
59855 2019 1 21 19.4000 89.0000 
59855 2019 1 22 17.2000 83.3000 
59855 2019 1 23 16.9000 82.3000 
59855 2019 1 24 18.9000 81.5000 
59855 2019 1 25 18.9000 88.8000 
59855 2019 1 26 19.8000 85.3000 
59855 2019 1 27 19.2000 85.3000 
59855 2019 1 28 20.3000 94.8000 
59855 2019 1 29 22.2000 82.3000 
59855 2019 1 30 20.6000 87.5000 
59855 2019 1 31 21.1000 82.3000 
59855 2019 2 1 20.4000 86.8000 
