V01301 V04001 V04002 V04003 V12001_701 V13003_701
53959 2018 11 21 3.8000 63.5000 
53959 2018 11 22 2.8000 69.3000 
53959 2018 11 23 4.1000 69.8000 
53959 2018 11 24 4.1000 74.5000 
53959 2018 11 25 4.3000 71.5000 
53959 2018 11 26 5.9000 62.0000 
53959 2018 11 27 6.5000 59.0000 
53959 2018 11 28 4.9000 63.3000 
53959 2018 11 29 6.5000 60.3000 
53959 2018 11 30 6.5000 63.3000 
53959 2018 12 1 6.5000 70.0000 
53959 2018 12 2 7.8000 81.3000 
53959 2018 12 3 6.6000 21.0000 
53959 2018 12 4 4.4000 30.8000 
53959 2018 12 5 2.9000 66.3000 
53959 2018 12 6 0.1000 59.8000 
53959 2018 12 7 -1.9000 24.5000 
53959 2018 12 8 -4.6000 25.0000 
53959 2018 12 9 -2.5000 49.3000 
53959 2018 12 10 -3.4000 68.8000 
53959 2018 12 11 -3.7000 37.8000 
53959 2018 12 12 -5.7000 44.0000 
53959 2018 12 13 -4.4000 50.0000 
53959 2018 12 14 0.9000 30.3000 
53959 2018 12 15 2.7000 36.3000 
53959 2018 12 16 0.2000 55.3000 
53959 2018 12 17 0.4000 51.8000 
53959 2018 12 18 -0.1000 54.0000 
53959 2018 12 19 1.7000 53.8000 
53959 2018 12 20 5.5000 42.5000 
53959 2018 12 21 4.4000 41.3000 
53959 2018 12 22 5.0000 31.5000 
53959 2018 12 23 0.7000 30.8000 
53959 2018 12 24 0.1000 42.0000 
53959 2018 12 25 0.9000 51.8000 
53959 2018 12 26 0.5000 46.5000 
53959 2018 12 27 -0.5000 54.3000 
53959 2018 12 28 -3.6000 12.0000 
53959 2018 12 29 -5.3000 17.3000 
53959 2018 12 30 -5.0000 35.5000 
53959 2018 12 31 -2.8000 32.0000 
53959 2019 1 1 -4.5000 57.0000 
53959 2019 1 2 -2.1000 52.5000 
53959 2019 1 3 -2.5000 61.0000 
53959 2019 1 4 -1.8000 61.8000 
53959 2019 1 5 -2.3000 67.8000 
53959 2019 1 6 -2.5000 71.0000 
53959 2019 1 7 -2.1000 72.3000 
53959 2019 1 8 -1.8000 61.0000 
53959 2019 1 9 -0.9000 47.5000 
53959 2019 1 10 -1.0000 70.0000 
53959 2019 1 11 -1.4000 82.8000 
53959 2019 1 12 -5.0000 83.3000 
53959 2019 1 13 -2.3000 69.0000 
53959 2019 1 14 1.8000 59.5000 
53959 2019 1 15 0.1000 25.8000 
53959 2019 1 16 -1.0000 20.8000 
53959 2019 1 17 -1.3000 33.8000 
53959 2019 1 18 -1.2000 43.3000 
53959 2019 1 19 0.1000 46.8000 
53959 2019 1 20 -1.6000 43.0000 
53959 2019 1 21 -0.4000 24.8000 
53959 2019 1 22 -2.2000 46.5000 
53959 2019 1 23 0.1000 41.3000 
53959 2019 1 24 5.8000 28.5000 
53959 2019 1 25 4.9000 36.8000 
53959 2019 1 26 3.9000 34.5000 
53959 2019 1 27 3.6000 40.3000 
53959 2019 1 28 2.5000 52.8000 
53959 2019 1 29 3.9000 46.8000 
53959 2019 1 30 1.8000 65.8000 
53959 2019 1 31 -0.5000 84.3000 
53959 2019 2 1 -1.7000 65.5000 
